[setup] Required Python imports are available.
[setup] Required Python imports are available.
=== qmix_pcp_full task 40/70: attention_zm seed0 (git 5e3950a) ===
Run dir: runs/qmix_pcp_full_20260627_165504/attention_zm/seed0  Start: Sat Jun 27 17:11:10 EDT 2026
Sat Jun 27 17:11:10 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.105.08             Driver Version: 580.105.08     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           Off |   00000000:3B:00.0 Off |                    0 |
| N/A   29C    P0             36W /  250W |       0MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[env] kind=pcp name=pcp n_agents=5 obs_dim=5 action_dim=5 state_dim=13 num_envs=32
[train] QMIX start: total_iters=62500 B=32 device=cuda:0 seed=0 warmup=5000 batch=256 target_update(updates)=200 render=off
step=   20000 ep_ret=-96.794 eval_ret=-71.444 pursuer_target_distance=6.607 capture=0.000 cap=0.000 td_loss=1.4724 q_tot=+9.459 tgt=+9.443 gnorm=99.26 w_min=2.14e-08 eps=0.621 buf=20000 upd=469 seed=0
step=   40000 ep_ret=-105.366 eval_ret=-89.747 pursuer_target_distance=7.301 capture=0.000 cap=0.000 td_loss=0.1021 q_tot=+8.719 tgt=+8.709 gnorm=27.34 w_min=0.00e+00 eps=0.241 buf=40000 upd=1094 seed=0
step=   60000 ep_ret=-84.270 eval_ret=-79.278 pursuer_target_distance=7.029 capture=0.000 cap=0.000 td_loss=0.1292 q_tot=+8.217 tgt=+8.211 gnorm=33.93 w_min=9.31e-10 eps=0.050 buf=60000 upd=1719 seed=0
step=   80000 ep_ret=-85.904 eval_ret=-36.418 pursuer_target_distance=6.974 capture=0.001 cap=0.004 td_loss=0.1596 q_tot=+6.482 tgt=+6.475 gnorm=37.04 w_min=0.00e+00 eps=0.050 buf=80000 upd=2344 seed=0
step=  100000 ep_ret=-79.992 eval_ret=-30.870 pursuer_target_distance=6.092 capture=0.001 cap=0.010 td_loss=0.2014 q_tot=+4.393 tgt=+4.389 gnorm=40.70 w_min=5.22e-08 eps=0.050 buf=100000 upd=2969 seed=0
step=  120000 ep_ret=-64.890 eval_ret=-44.949 pursuer_target_distance=5.371 capture=0.000 cap=0.005 td_loss=0.1981 q_tot=+2.455 tgt=+2.451 gnorm=40.02 w_min=5.87e-08 eps=0.050 buf=100000 upd=3594 seed=0
step=  140000 ep_ret=-57.048 eval_ret=-35.672 pursuer_target_distance=5.178 capture=0.000 cap=0.000 td_loss=0.2264 q_tot=+1.155 tgt=+1.150 gnorm=43.33 w_min=3.17e-08 eps=0.050 buf=100000 upd=4219 seed=0
step=  160000 ep_ret=-49.903 eval_ret=-42.892 pursuer_target_distance=4.069 capture=0.001 cap=0.018 td_loss=0.2172 q_tot=-0.237 tgt=-0.241 gnorm=42.68 w_min=1.06e-07 eps=0.050 buf=100000 upd=4844 seed=0
step=  180000 ep_ret=-31.534 eval_ret=-32.266 pursuer_target_distance=3.775 capture=0.001 cap=0.016 td_loss=0.2344 q_tot=-1.202 tgt=-1.204 gnorm=42.15 w_min=2.61e-08 eps=0.050 buf=100000 upd=5469 seed=0
step=  200000 ep_ret=-32.538 eval_ret=-22.411 pursuer_target_distance=2.988 capture=0.003 cap=0.026 td_loss=0.2440 q_tot=-1.464 tgt=-1.467 gnorm=41.42 w_min=2.98e-08 eps=0.050 buf=100000 upd=6094 seed=0
step=  220000 ep_ret=-36.961 eval_ret=-36.971 pursuer_target_distance=3.097 capture=0.002 cap=0.021 td_loss=0.3047 q_tot=-1.289 tgt=-1.291 gnorm=47.03 w_min=1.12e-08 eps=0.050 buf=100000 upd=6719 seed=0
