[setup] Required Python imports are available.
[setup] Required Python imports are available.
=== qmix_pcp_full task 44/70: attention_zm seed4 (git 5e3950a) ===
Run dir: runs/qmix_pcp_full_20260627_165504/attention_zm/seed4  Start: Sat Jun 27 17:11:52 EDT 2026
Sat Jun 27 17:11:52 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.105.08             Driver Version: 580.105.08     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           Off |   00000000:D8:00.0 Off |                    0 |
| N/A   29C    P0             36W /  250W |       0MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[env] kind=pcp name=pcp n_agents=5 obs_dim=5 action_dim=5 state_dim=13 num_envs=32
[train] QMIX start: total_iters=62500 B=32 device=cuda:0 seed=4 warmup=5000 batch=256 target_update(updates)=200 render=off
step=   20000 ep_ret=-87.269 eval_ret=-135.591 pursuer_target_distance=6.346 capture=0.000 cap=0.000 td_loss=0.9539 q_tot=+10.114 tgt=+10.093 gnorm=80.09 w_min=1.40e-08 eps=0.621 buf=20000 upd=469 seed=4
step=   40000 ep_ret=-83.650 eval_ret=-146.905 pursuer_target_distance=6.912 capture=0.001 cap=0.010 td_loss=0.1573 q_tot=+11.436 tgt=+11.428 gnorm=33.45 w_min=9.31e-09 eps=0.241 buf=40000 upd=1094 seed=4
step=   60000 ep_ret=-99.701 eval_ret=-127.945 pursuer_target_distance=7.151 capture=0.000 cap=0.000 td_loss=0.2337 q_tot=+10.622 tgt=+10.617 gnorm=42.90 w_min=3.73e-09 eps=0.050 buf=60000 upd=1719 seed=4
step=   80000 ep_ret=-84.227 eval_ret=-120.069 pursuer_target_distance=6.690 capture=0.000 cap=0.004 td_loss=0.2369 q_tot=+8.948 tgt=+8.944 gnorm=46.34 w_min=7.45e-09 eps=0.050 buf=80000 upd=2344 seed=4
step=  100000 ep_ret=-69.071 eval_ret=-147.948 pursuer_target_distance=6.156 capture=0.000 cap=0.005 td_loss=0.2348 q_tot=+7.125 tgt=+7.122 gnorm=45.58 w_min=5.12e-09 eps=0.050 buf=100000 upd=2969 seed=4
step=  120000 ep_ret=-70.786 eval_ret=-135.591 pursuer_target_distance=5.992 capture=0.000 cap=0.010 td_loss=0.2532 q_tot=+5.593 tgt=+5.589 gnorm=48.48 w_min=3.73e-09 eps=0.050 buf=100000 upd=3594 seed=4
step=  140000 ep_ret=-60.069 eval_ret=-110.434 pursuer_target_distance=5.007 capture=0.001 cap=0.016 td_loss=0.2712 q_tot=+4.574 tgt=+4.570 gnorm=52.51 w_min=3.35e-08 eps=0.050 buf=100000 upd=4219 seed=4
step=  160000 ep_ret=-45.856 eval_ret=-60.812 pursuer_target_distance=4.113 capture=0.003 cap=0.022 td_loss=0.3480 q_tot=+3.646 tgt=+3.643 gnorm=59.43 w_min=2.98e-08 eps=0.050 buf=100000 upd=4844 seed=4
step=  180000 ep_ret=-37.925 eval_ret=-43.482 pursuer_target_distance=3.937 capture=0.006 cap=0.042 td_loss=0.4210 q_tot=+3.405 tgt=+3.404 gnorm=62.67 w_min=5.96e-08 eps=0.050 buf=100000 upd=5469 seed=4
step=  200000 ep_ret=-43.944 eval_ret=-74.453 pursuer_target_distance=3.841 capture=0.003 cap=0.031 td_loss=0.5414 q_tot=+3.251 tgt=+3.252 gnorm=71.20 w_min=6.24e-08 eps=0.050 buf=100000 upd=6094 seed=4
step=  220000 ep_ret=-32.869 eval_ret=-45.761 pursuer_target_distance=3.670 capture=0.006 cap=0.047 td_loss=0.6852 q_tot=+3.333 tgt=+3.337 gnorm=81.53 w_min=1.12e-08 eps=0.050 buf=100000 upd=6719 seed=4
