[setup] Required Python imports are available.
[setup] Required Python imports are available.
=== qmix_pcp_full task 46/70: attention_zm seed6 (git 5e3950a) ===
Run dir: runs/qmix_pcp_full_20260627_165504/attention_zm/seed6  Start: Sat Jun 27 17:12:28 EDT 2026
Sat Jun 27 17:12:28 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.105.08             Driver Version: 580.105.08     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           Off |   00000000:3B:00.0 Off |                    0 |
| N/A   34C    P0             36W /  250W |       0MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[env] kind=pcp name=pcp n_agents=5 obs_dim=5 action_dim=5 state_dim=13 num_envs=32
[train] QMIX start: total_iters=62500 B=32 device=cuda:0 seed=6 warmup=5000 batch=256 target_update(updates)=200 render=off
step=   20000 ep_ret=-82.676 eval_ret=-132.619 pursuer_target_distance=6.204 capture=0.002 cap=0.010 td_loss=0.7662 q_tot=+12.025 tgt=+12.033 gnorm=75.97 w_min=2.75e-08 eps=0.621 buf=20000 upd=469 seed=6
step=   40000 ep_ret=-103.900 eval_ret=-132.882 pursuer_target_distance=6.995 capture=0.001 cap=0.005 td_loss=0.2878 q_tot=+12.864 tgt=+12.856 gnorm=42.93 w_min=0.00e+00 eps=0.241 buf=40000 upd=1094 seed=6
step=   60000 ep_ret=-90.594 eval_ret=-133.661 pursuer_target_distance=6.594 capture=0.001 cap=0.016 td_loss=0.3184 q_tot=+12.757 tgt=+12.752 gnorm=49.87 w_min=3.49e-09 eps=0.050 buf=60000 upd=1719 seed=6
step=   80000 ep_ret=-81.187 eval_ret=-92.312 pursuer_target_distance=6.507 capture=0.000 cap=0.000 td_loss=0.3501 q_tot=+11.961 tgt=+11.956 gnorm=56.52 w_min=1.86e-09 eps=0.050 buf=80000 upd=2344 seed=6
step=  100000 ep_ret=-58.821 eval_ret=-97.095 pursuer_target_distance=6.310 capture=0.000 cap=0.005 td_loss=0.3051 q_tot=+10.673 tgt=+10.669 gnorm=52.45 w_min=1.86e-09 eps=0.050 buf=100000 upd=2969 seed=6
step=  120000 ep_ret=-52.044 eval_ret=-87.733 pursuer_target_distance=5.764 capture=0.001 cap=0.016 td_loss=0.3061 q_tot=+9.520 tgt=+9.519 gnorm=53.45 w_min=3.73e-09 eps=0.050 buf=100000 upd=3594 seed=6
step=  140000 ep_ret=-68.555 eval_ret=-107.825 pursuer_target_distance=5.468 capture=0.000 cap=0.000 td_loss=0.2852 q_tot=+8.839 tgt=+8.834 gnorm=54.76 w_min=3.54e-08 eps=0.050 buf=100000 upd=4219 seed=6
step=  160000 ep_ret=-56.907 eval_ret=-96.875 pursuer_target_distance=4.604 capture=0.004 cap=0.013 td_loss=0.2622 q_tot=+7.970 tgt=+7.968 gnorm=53.13 w_min=1.82e-08 eps=0.050 buf=100000 upd=4844 seed=6
step=  180000 ep_ret=-56.577 eval_ret=-90.075 pursuer_target_distance=4.099 capture=0.003 cap=0.005 td_loss=0.3066 q_tot=+7.391 tgt=+7.389 gnorm=57.54 w_min=4.19e-09 eps=0.050 buf=100000 upd=5469 seed=6
step=  200000 ep_ret=-28.825 eval_ret=-49.511 pursuer_target_distance=3.888 capture=0.004 cap=0.047 td_loss=0.4337 q_tot=+7.257 tgt=+7.255 gnorm=68.98 w_min=3.91e-08 eps=0.050 buf=100000 upd=6094 seed=6
step=  220000 ep_ret=-38.201 eval_ret=-57.168 pursuer_target_distance=3.408 capture=0.003 cap=0.010 td_loss=0.5058 q_tot=+7.340 tgt=+7.337 gnorm=75.14 w_min=4.10e-08 eps=0.050 buf=100000 upd=6719 seed=6
step=  240000 ep_ret=-31.593 eval_ret=-42.468 pursuer_target_distance=3.171 capture=0.003 cap=0.036 td_loss=0.6375 q_tot=+7.672 tgt=+7.671 gnorm=83.39 w_min=1.12e-08 eps=0.050 buf=100000 upd=7344 seed=6
step=  260000 ep_ret=-42.506 eval_ret=-83.405 pursuer_target_distance=3.498 capture=0.007 cap=0.036 td_loss=0.7147 q_tot=+8.143 tgt=+8.139 gnorm=94.45 w_min=7.45e-09 eps=0.050 buf=100000 upd=7969 seed=6
step=  280000 ep_ret=-35.334 eval_ret=-66.762 pursuer_target_distance=2.968 capture=0.003 cap=0.021 td_loss=0.7453 q_tot=+8.206 tgt=+8.206 gnorm=97.09 w_min=1.86e-08 eps=0.050 buf=100000 upd=8594 seed=6
step=  300000 ep_ret=-26.870 eval_ret=-69.244 pursuer_target_distance=2.747 capture=0.002 cap=0.016 td_loss=0.6944 q_tot=+8.202 tgt=+8.196 gnorm=93.30 w_min=5.22e-08 eps=0.050 buf=100000 upd=9219 seed=6
step=  320000 ep_ret=-42.132 eval_ret=-88.553 pursuer_target_distance=3.237 capture=0.005 cap=0.031 td_loss=0.7616 q_tot=+8.179 tgt=+8.176 gnorm=100.42 w_min=1.96e-08 eps=0.050 buf=100000 upd=9844 seed=6
step=  340000 ep_ret=-31.065 eval_ret=-91.182 pursuer_target_distance=3.084 capture=0.005 cap=0.042 td_loss=0.7476 q_tot=+8.247 tgt=+8.248 gnorm=101.84 w_min=2.05e-08 eps=0.050 buf=100000 upd=10469 seed=6
step=  360000 ep_ret=-34.548 eval_ret=-73.523 pursuer_target_distance=2.782 capture=0.002 cap=0.021 td_loss=0.7339 q_tot=+8.130 tgt=+8.130 gnorm=94.08 w_min=3.45e-08 eps=0.050 buf=100000 upd=11094 seed=6
step=  380000 ep_ret=-19.403 eval_ret=-0.383 pursuer_target_distance=2.664 capture=0.005 cap=0.036 td_loss=0.7008 q_tot=+8.464 tgt=+8.464 gnorm=93.30 w_min=7.45e-09 eps=0.050 buf=100000 upd=11719 seed=6
