iter,global_step,episode_return,mean_step_reward,optimized_episode_return,optimized_mean_step_reward,reward_shift,episode_return_gap_to_zero,mean_step_reward_gap_to_zero,episode_return_delta_from_start,mean_step_reward_delta_from_start,pursuer_target_distance,capture,task_score,eval_mean_return,eval_mean_step_reward,eval_optimized_mean_return,eval_optimized_mean_step_reward,eval_mean_episode_length,eval_pursuer_target_distance,eval_capture,eval_task_score,eval_return_gap_to_zero,eval_return_delta_from_start,episodes_completed,policy_loss,value_loss,entropy,total_loss,grad_norm,actor_grad_norm,critic_grad_norm,approx_kl,clipfrac,explained_variance,mean_ratio_epoch0,entropy_coef,lr,seed,capture_rate
0,800,-2.1954047679901123,-0.021953969299793243,-2.1954047679901123,-0.021953969299793243,0.0,2.1954047679901123,0.021953969299793243,0.0,0.0,0.5119539710879326,0.05,0.033069789792623316,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,-0.000657276607739421,0.5550113320350647,1.6093620300292968,0.2607547640800476,0.05134203359484672,0.05134203359484672,0.27071712613105775,8.25955117761623e-05,0.0,-0.12366747856140137,1.0,0.01,0.0007,2,0.375
1,1600,-76.8907380104065,-0.7689074069261551,-76.8907380104065,-0.7689074069261551,0.0,76.8907380104065,0.7689074069261551,-74.69533324241638,-0.7469534376263619,0.7589074140787124,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16,-0.00013852620249110714,0.09655026495456695,1.6089822769165039,0.03265015110373497,0.04720223546028137,0.04720223546028137,0.24771432876586913,2.3972458984644617e-05,0.0,0.515421986579895,1.0,0.009625,0.00067125,2,0.0
2,2400,-34.91979122161865,-0.34919792503118513,-34.91979122161865,-0.34919792503118513,0.0,34.91979122161865,0.34919792503118513,-32.72438645362854,-0.32724395573139187,0.551697932779789,0.02125,0.013694675716897873,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,-0.0002168213138549646,0.31210299134254454,1.6088470935821533,0.14095283746719361,0.03653065413236618,0.03653065413236618,0.16124096810817717,2.2411894588003633e-05,0.0,0.19486713409423828,1.0,0.00925,0.0006425,2,0.375
3,3200,-47.330164670944214,-0.4733017265796661,-47.330164670944214,-0.4733017265796661,0.0,47.330164670944214,0.4733017265796661,-45.1347599029541,-0.45134775727987286,0.6758017337322235,0.02125,0.012680497681950446,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,-0.0002134100562349417,0.30342482924461367,1.608477282524109,0.13722376823425292,0.03528381884098053,0.03528381884098053,0.2969636619091034,3.158240779157495e-05,0.0,0.03570026159286499,1.0,0.008875000000000001,0.00061375,2,0.375
4,4000,-32.05143630504608,-0.3205143645405769,-32.05143630504608,-0.3205143645405769,0.0,32.05143630504608,0.3205143645405769,-29.85603153705597,-0.29856039524078365,0.498014372587204,0.01875,0.01251656882811951,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40,-0.0002176435765965934,0.19428525269031524,1.6078957557678222,0.08325786739587784,0.034036191552877425,0.034036191552877425,0.1715775191783905,3.161128488500253e-05,0.0,0.17020171880722046,1.0,0.0085,0.000585,2,0.5
5,4800,-1.9351348876953125,-0.019351301193237306,-1.9351348876953125,-0.019351301193237306,0.0,1.9351348876953125,0.019351301193237306,0.2602698802947998,0.0026026681065559366,0.6218513065576553,0.06125,0.03776548426624992,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,48,-0.00016018506879724725,1.1786912441253663,1.6074857711791992,0.576124632358551,0.05261782631278038,0.05261782631278038,0.5495382070541381,2.094220717481221e-05,0.0,0.10966837406158447,1.0,0.008125,0.00055625,2,0.25
6,5600,-64.73978900909424,-0.6473978245258332,-64.73978900909424,-0.6473978245258332,0.0,64.73978900909424,0.6473978245258332,-62.544384241104126,-0.62544385522604,0.7123978227376938,0.0075,0.004379823368386083,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56,-0.00019947187248448017,0.1528596132993698,1.6075036764144897,0.06377218067646026,0.056251365691423416,0.056251365691423416,0.24457972943782808,1.635585895201075e-05,0.0,0.4660763740539551,1.0,0.00775,0.0005275,2,0.125
7,6400,-81.54789608716965,-0.8154790315032006,-81.54789608716965,-0.8154790315032006,0.0,81.54789608716965,0.8154790315032006,-79.35249131917953,-0.7935250622034073,0.8554790383577346,0.005,0.0026947219001867296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64,-0.0002218406185853894,0.20985817015171052,1.6066207885742188,0.09285841286182403,0.06227017790079117,0.06227017790079117,0.29390612840652464,1.4497668598778545e-05,0.0,0.17968052625656128,1.0,0.007375,0.00049875,2,0.125
8,7200,-86.29530668258667,-0.8629531440138817,-86.29530668258667,-0.8629531440138817,0.0,86.29530668258667,0.8629531440138817,-84.09990191459656,-0.8409991747140885,0.8654531490802765,0.00125,0.0006700784742925798,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,72,-8.72835321111154e-05,0.200526162981987,1.6059254646301269,0.08893432021141053,0.04808354154229164,0.04808354154229164,0.3966934084892273,1.3742652572545922e-05,0.0,0.252105176448822,1.0,0.007,0.00047000000000000004,2,0.125
9,8000,-70.80917501449585,-0.7080917418003082,-70.80917501449585,-0.7080917418003082,0.0,70.80917501449585,0.7080917418003082,-68.61377024650574,-0.686137772500515,0.7230917501449585,0.0025,0.001450880372324737,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,80,-0.0002600048559827428,0.12620443850755692,1.604952049255371,0.05220940709114075,0.05529669970273972,0.05529669970273972,0.2528233528137207,2.0858437346760182e-05,0.0,0.6013600826263428,1.0,0.006625,0.00044125,2,0.125
