[setup] Required Python imports are available.
[setup] Required Python imports are available.
=== qmix_pcp_full task 36/70: attention seed6 (git 5e3950a) ===
Run dir: runs/qmix_pcp_full_20260627_165504/attention/seed6  Start: Sat Jun 27 17:05:38 EDT 2026
Sat Jun 27 17:05:38 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.105.08             Driver Version: 580.105.08     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           Off |   00000000:D8:00.0 Off |                    0 |
| N/A   33C    P0             37W /  250W |       0MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[env] kind=pcp name=pcp n_agents=5 obs_dim=5 action_dim=5 state_dim=13 num_envs=32
[train] QMIX start: total_iters=62500 B=32 device=cuda:0 seed=6 warmup=5000 batch=256 target_update(updates)=200 render=off
step=   20000 ep_ret=-83.445 eval_ret=-134.615 pursuer_target_distance=6.206 capture=0.001 cap=0.005 td_loss=0.5674 q_tot=+11.939 tgt=+11.925 gnorm=61.25 w_min=1.86e-09 eps=0.621 buf=20000 upd=469 seed=6
step=   40000 ep_ret=-106.278 eval_ret=-107.825 pursuer_target_distance=7.255 capture=0.001 cap=0.000 td_loss=0.1859 q_tot=+12.738 tgt=+12.730 gnorm=37.05 w_min=3.73e-09 eps=0.241 buf=40000 upd=1094 seed=6
step=   60000 ep_ret=-91.782 eval_ret=-130.654 pursuer_target_distance=6.745 capture=0.003 cap=0.016 td_loss=0.3509 q_tot=+12.709 tgt=+12.705 gnorm=55.47 w_min=3.26e-09 eps=0.050 buf=60000 upd=1719 seed=6
step=   80000 ep_ret=-75.809 eval_ret=-96.613 pursuer_target_distance=6.575 capture=0.000 cap=0.004 td_loss=0.3596 q_tot=+11.707 tgt=+11.703 gnorm=59.59 w_min=1.96e-08 eps=0.050 buf=80000 upd=2344 seed=6
step=  100000 ep_ret=-68.566 eval_ret=-101.495 pursuer_target_distance=6.270 capture=0.001 cap=0.010 td_loss=0.3881 q_tot=+9.611 tgt=+9.611 gnorm=63.54 w_min=1.02e-08 eps=0.050 buf=100000 upd=2969 seed=6
step=  120000 ep_ret=-68.799 eval_ret=-83.069 pursuer_target_distance=6.263 capture=0.000 cap=0.005 td_loss=0.4604 q_tot=+8.417 tgt=+8.414 gnorm=73.98 w_min=7.45e-09 eps=0.050 buf=100000 upd=3594 seed=6
step=  140000 ep_ret=-71.405 eval_ret=-79.905 pursuer_target_distance=5.836 capture=0.001 cap=0.005 td_loss=0.3773 q_tot=+7.638 tgt=+7.633 gnorm=67.82 w_min=4.10e-08 eps=0.050 buf=100000 upd=4219 seed=6
step=  160000 ep_ret=-62.202 eval_ret=-96.415 pursuer_target_distance=5.147 capture=0.002 cap=0.013 td_loss=0.3694 q_tot=+6.334 tgt=+6.332 gnorm=67.30 w_min=1.86e-09 eps=0.050 buf=100000 upd=4844 seed=6
step=  180000 ep_ret=-59.445 eval_ret=-68.600 pursuer_target_distance=4.732 capture=0.002 cap=0.010 td_loss=0.3427 q_tot=+5.191 tgt=+5.189 gnorm=58.96 w_min=1.12e-08 eps=0.050 buf=100000 upd=5469 seed=6
step=  200000 ep_ret=-46.253 eval_ret=-53.669 pursuer_target_distance=4.471 capture=0.001 cap=0.016 td_loss=0.3684 q_tot=+4.250 tgt=+4.247 gnorm=63.05 w_min=3.73e-08 eps=0.050 buf=100000 upd=6094 seed=6
step=  220000 ep_ret=-39.184 eval_ret=-31.679 pursuer_target_distance=3.787 capture=0.002 cap=0.021 td_loss=0.4068 q_tot=+3.913 tgt=+3.912 gnorm=65.05 w_min=5.59e-08 eps=0.050 buf=100000 upd=6719 seed=6
step=  240000 ep_ret=-39.666 eval_ret=-61.546 pursuer_target_distance=3.659 capture=0.004 cap=0.036 td_loss=0.5019 q_tot=+4.029 tgt=+4.026 gnorm=72.91 w_min=3.35e-08 eps=0.050 buf=100000 upd=7344 seed=6
step=  260000 ep_ret=-38.421 eval_ret=-41.845 pursuer_target_distance=3.631 capture=0.005 cap=0.016 td_loss=0.5779 q_tot=+4.416 tgt=+4.413 gnorm=79.31 w_min=1.86e-08 eps=0.050 buf=100000 upd=7969 seed=6
step=  280000 ep_ret=-34.507 eval_ret=-38.369 pursuer_target_distance=3.195 capture=0.003 cap=0.036 td_loss=0.6313 q_tot=+4.544 tgt=+4.545 gnorm=82.72 w_min=0.00e+00 eps=0.050 buf=100000 upd=8594 seed=6
step=  300000 ep_ret=-28.058 eval_ret=-40.836 pursuer_target_distance=2.750 capture=0.004 cap=0.021 td_loss=0.5841 q_tot=+4.804 tgt=+4.801 gnorm=78.90 w_min=3.73e-09 eps=0.050 buf=100000 upd=9219 seed=6
step=  320000 ep_ret=-43.411 eval_ret=-34.485 pursuer_target_distance=3.131 capture=0.003 cap=0.031 td_loss=0.6827 q_tot=+5.308 tgt=+5.308 gnorm=86.14 w_min=7.32e-08 eps=0.050 buf=100000 upd=9844 seed=6
step=  340000 ep_ret=-34.257 eval_ret=-33.168 pursuer_target_distance=2.996 capture=0.006 cap=0.036 td_loss=0.6993 q_tot=+5.575 tgt=+5.573 gnorm=91.84 w_min=0.00e+00 eps=0.050 buf=100000 upd=10469 seed=6
step=  360000 ep_ret=-27.162 eval_ret=-38.475 pursuer_target_distance=3.182 capture=0.006 cap=0.031 td_loss=0.8182 q_tot=+5.829 tgt=+5.827 gnorm=101.11 w_min=5.59e-08 eps=0.050 buf=100000 upd=11094 seed=6
step=  380000 ep_ret=-25.865 eval_ret=-36.246 pursuer_target_distance=2.806 capture=0.002 cap=0.026 td_loss=0.9093 q_tot=+6.110 tgt=+6.110 gnorm=110.72 w_min=1.86e-09 eps=0.050 buf=100000 upd=11719 seed=6
step=  400000 ep_ret=-34.023 eval_ret=-46.586 pursuer_target_distance=3.052 capture=0.004 cap=0.045 td_loss=0.9653 q_tot=+6.462 tgt=+6.460 gnorm=115.95 w_min=2.24e-08 eps=0.050 buf=100000 upd=12344 seed=6
step=  420000 ep_ret=-24.454 eval_ret=-38.220 pursuer_target_distance=3.033 capture=0.003 cap=0.031 td_loss=1.0405 q_tot=+6.180 tgt=+6.176 gnorm=129.24 w_min=1.58e-07 eps=0.050 buf=100000 upd=12969 seed=6
step=  440000 ep_ret=-30.242 eval_ret=-35.694 pursuer_target_distance=2.908 capture=0.002 cap=0.031 td_loss=0.9627 q_tot=+6.468 tgt=+6.467 gnorm=119.61 w_min=0.00e+00 eps=0.050 buf=100000 upd=13594 seed=6
step=  460000 ep_ret=-24.887 eval_ret=-35.424 pursuer_target_distance=2.830 capture=0.006 cap=0.036 td_loss=0.9213 q_tot=+6.733 tgt=+6.730 gnorm=120.63 w_min=4.10e-08 eps=0.050 buf=100000 upd=14219 seed=6
step=  480000 ep_ret=-27.825 eval_ret=-35.217 pursuer_target_distance=2.967 capture=0.002 cap=0.036 td_loss=0.9395 q_tot=+6.791 tgt=+6.793 gnorm=119.59 w_min=0.00e+00 eps=0.050 buf=100000 upd=14844 seed=6
step=  500000 ep_ret=-25.660 eval_ret=-34.009 pursuer_target_distance=2.868 capture=0.002 cap=0.021 td_loss=0.9490 q_tot=+7.151 tgt=+7.147 gnorm=123.23 w_min=1.86e-08 eps=0.050 buf=100000 upd=15469 seed=6
