iter,global_step,episode_return,mean_step_reward,optimized_episode_return,optimized_mean_step_reward,reward_shift,episode_return_gap_to_zero,mean_step_reward_gap_to_zero,episode_return_delta_from_start,mean_step_reward_delta_from_start,pursuer_target_distance,capture,task_score,eval_mean_return,eval_mean_step_reward,eval_optimized_mean_return,eval_optimized_mean_step_reward,eval_mean_episode_length,eval_pursuer_target_distance,eval_capture,eval_task_score,eval_return_gap_to_zero,eval_return_delta_from_start,episodes_completed,policy_loss,value_loss,entropy,total_loss,grad_norm,actor_grad_norm,critic_grad_norm,approx_kl,clipfrac,explained_variance,mean_ratio_epoch0,entropy_coef,lr,seed,capture_rate
0,800,30.605023860931396,0.3060502275824547,30.605023860931396,0.3060502275824547,0.0,0.0,0.0,0.0,0.0,0.533949775993824,0.085,0.05541250523989922,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,-0.0007750078517322123,0.5924543261528015,1.6093518257141113,0.27935863733291627,0.058094417303800584,0.058094417303800584,0.33482027649879453,8.233330790973822e-05,0.0,-0.22778379917144775,1.0,0.01,0.0007,0,0.0
1,1600,-21.038575768470764,-0.21038569122552872,-21.038575768470764,-0.21038569122552872,0.0,21.038575768470764,0.21038569122552872,-51.64359962940216,-0.5164359188079835,0.5378857067227364,0.03375,0.021945714075151845,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16,-0.00017275154878735322,0.23106252551078796,1.6088767290115356,0.09987307339906693,0.034283211827278136,0.034283211827278136,0.09190732687711715,5.2862305165087756e-05,0.0,0.24276620149612427,1.0,0.009625,0.00067125,0,0.0
2,2400,-15.381420135498047,-0.15381419152021408,-15.381420135498047,-0.15381419152021408,0.0,15.381420135498047,0.15381419152021408,-45.98644399642944,-0.4598644191026688,0.6813141918182373,0.05375,0.03196903961291893,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,-0.0001123212771975357,0.5717010021209716,1.608021879196167,0.27086398005485535,0.0404099278151989,0.0404099278151989,0.33822575211524963,3.0040568253835314e-05,0.0,0.11149239540100098,1.0,0.00925,0.0006425,0,0.0
3,3200,-50.39276742935181,-0.5039277535676956,-50.39276742935181,-0.5039277535676956,0.0,50.39276742935181,0.5039277535676956,-80.9977912902832,-0.8099779811501503,0.8439277637004853,0.035,0.018981220788042298,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,-0.00036581570944207444,0.34104201197624207,1.6080544233322143,0.15588370859622955,0.06733532398939132,0.06733532398939132,0.27078057527542115,3.112611575494147e-05,0.0,0.29639410972595215,1.0,0.008875000000000001,0.00061375,0,0.0
4,4000,-37.1578164100647,-0.3715781193971634,-37.1578164100647,-0.3715781193971634,0.0,37.1578164100647,0.3715781193971634,-67.7628402709961,-0.677628346979618,0.5740781232714653,0.02125,0.013499965272267003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40,-7.971970440605603e-05,0.16777798533439636,1.6078831434249878,0.07014226466417313,0.04029164165258407,0.04029164165258407,0.1991162568330765,2.4452595698747358e-05,0.0,0.2616727352142334,1.0,0.0085,0.000585,0,0.0
5,4800,-83.93527603149414,-0.8393528255820274,-83.93527603149414,-0.8393528255820274,0.0,83.93527603149414,0.8393528255820274,-114.54029989242554,-1.145403053164482,0.9418528354167939,0.01125,0.005793435936449495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,48,-6.118011603462037e-05,0.26724143624305724,1.6083725690841675,0.12049150615930557,0.039339762181043625,0.039339762181043625,0.31150944232940675,1.2281351655542376e-05,0.0,0.028710365295410156,1.0,0.008125,0.00055625,0,0.0
6,5600,-63.523804664611816,-0.635238049030304,-63.523804664611816,-0.635238049030304,0.0,63.523804664611816,0.635238049030304,-94.12882852554321,-0.9412882766127587,0.7002380609512329,0.0075,0.00441114698714836,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56,-0.00012286538041372808,0.1545533150434494,1.6078032493591308,0.06469331830739974,0.05874227657914162,0.05874227657914162,0.28357656598091124,9.689121270722486e-06,0.0,0.3224131464958191,1.0,0.00775,0.0005275,0,0.0
7,6400,-35.92606806755066,-0.35926069498062135,-35.92606806755066,-0.35926069498062135,0.0,35.92606806755066,0.35926069498062135,-66.53109192848206,-0.665310922563076,0.7742607015371322,0.0425,0.02395363881033948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64,-0.00021033044328211403,0.5123988866806031,1.607941198348999,0.24413054287433625,0.04686519876122475,0.04686519876122475,0.27391319870948794,1.7631972423348687e-05,0.0,0.08317422866821289,1.0,0.007375,0.00049875,0,0.0
8,7200,-50.27821111679077,-0.5027820906043052,-50.27821111679077,-0.5027820906043052,0.0,50.27821111679077,0.5027820906043052,-80.88323497772217,-0.8088323181867599,0.7302821111679078,0.02375,0.013726085386139258,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,72,-0.00013874125738704278,0.2898006200790405,1.6074226379394532,0.1335096091032028,0.038100340962409975,0.038100340962409975,0.2473081737756729,1.9214669055235943e-05,0.0,0.22630846500396729,1.0,0.007,0.00047000000000000004,0,0.0
9,8000,-62.10653775930405,-0.6210654544830322,-62.10653775930405,-0.6210654544830322,0.0,62.10653775930405,0.6210654544830322,-92.71156162023544,-0.9271156820654869,0.7110654693841935,0.01,0.005844311733787116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,80,-7.842610091035596e-05,0.16764771044254304,1.6068828105926514,0.07309983223676682,0.04181264266371727,0.04181264266371727,0.24326056540012359,1.0719839292588536e-05,0.0,0.325980007648468,1.0,0.006625,0.00044125,0,0.0
10,8800,-71.02010941505432,-0.7102011209726333,-71.02010941505432,-0.7102011209726333,0.0,71.02010941505432,0.7102011209726333,-101.62513327598572,-1.016251348555088,0.8877011263370513,0.01875,0.00993271643397439,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,-8.28887011206092e-05,0.44633273482322694,1.60635347366333,0.21304377019405366,0.04350064843893051,0.04350064843893051,0.3358740985393524,1.2902829394182783e-05,0.0,-0.03441512584686279,1.0,0.0062499999999999995,0.0004125,0,0.0
11,9600,-52.39173102378845,-0.5239172703027726,-52.39173102378845,-0.5239172703027726,0.0,52.39173102378845,0.5239172703027726,-82.99675488471985,-0.8299674978852273,0.5764172759652137,0.00625,0.00396468631452496,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,96,-0.00033370469617253205,0.11028818935155868,1.6062094688415527,0.045373910665512086,0.07881731241941452,0.07881731241941452,0.1926954597234726,1.580808880143003e-05,0.0,-0.050122618675231934,1.0,0.005875,0.00038375000000000003,0,0.0
