[setup] Required Python imports are available.
[setup] Required Python imports are available.
=== qmix_pcp_full task 28/70: broadcast_zm seed8 (git 5e3950a) ===
Run dir: runs/qmix_pcp_full_20260627_165504/broadcast_zm/seed8  Start: Sat Jun 27 17:03:56 EDT 2026
Sat Jun 27 17:03:56 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.105.08             Driver Version: 580.105.08     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           Off |   00000000:3B:00.0 Off |                    0 |
| N/A   32C    P0             36W /  250W |       0MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[env] kind=pcp name=pcp n_agents=5 obs_dim=5 action_dim=5 state_dim=13 num_envs=32
[train] QMIX start: total_iters=62500 B=32 device=cuda:0 seed=8 warmup=5000 batch=256 target_update(updates)=200 render=off
step=   20000 ep_ret=-82.191 eval_ret=-89.342 pursuer_target_distance=6.338 capture=0.002 cap=0.016 td_loss=0.4752 q_tot=+11.033 tgt=+11.026 gnorm=54.10 w_min=2.14e-08 eps=0.621 buf=20000 upd=469 seed=8
step=   40000 ep_ret=-91.735 eval_ret=-94.134 pursuer_target_distance=7.187 capture=0.000 cap=0.000 td_loss=0.2320 q_tot=+12.352 tgt=+12.347 gnorm=38.12 w_min=0.00e+00 eps=0.241 buf=40000 upd=1094 seed=8
step=   60000 ep_ret=-78.018 eval_ret=-97.965 pursuer_target_distance=7.194 capture=0.000 cap=0.000 td_loss=0.2356 q_tot=+12.144 tgt=+12.139 gnorm=45.53 w_min=9.31e-10 eps=0.050 buf=60000 upd=1719 seed=8
step=   80000 ep_ret=-76.659 eval_ret=-80.873 pursuer_target_distance=6.431 capture=0.000 cap=0.000 td_loss=0.2319 q_tot=+10.768 tgt=+10.764 gnorm=49.11 w_min=2.28e-08 eps=0.050 buf=80000 upd=2344 seed=8
step=  100000 ep_ret=-70.645 eval_ret=-89.329 pursuer_target_distance=6.202 capture=0.000 cap=0.005 td_loss=0.2525 q_tot=+8.918 tgt=+8.913 gnorm=51.82 w_min=2.98e-08 eps=0.050 buf=100000 upd=2969 seed=8
step=  120000 ep_ret=-41.711 eval_ret=-54.119 pursuer_target_distance=4.804 capture=0.003 cap=0.016 td_loss=0.2682 q_tot=+7.655 tgt=+7.650 gnorm=53.50 w_min=1.12e-08 eps=0.050 buf=100000 upd=3594 seed=8
step=  140000 ep_ret=-52.824 eval_ret=-35.714 pursuer_target_distance=4.724 capture=0.001 cap=0.010 td_loss=0.2912 q_tot=+7.031 tgt=+7.027 gnorm=58.63 w_min=5.03e-08 eps=0.050 buf=100000 upd=4219 seed=8
step=  160000 ep_ret=-44.501 eval_ret=-46.366 pursuer_target_distance=4.306 capture=0.004 cap=0.013 td_loss=0.3273 q_tot=+6.407 tgt=+6.404 gnorm=62.88 w_min=7.45e-09 eps=0.050 buf=100000 upd=4844 seed=8
step=  180000 ep_ret=-54.935 eval_ret=-56.623 pursuer_target_distance=3.406 capture=0.001 cap=0.005 td_loss=0.3723 q_tot=+6.068 tgt=+6.065 gnorm=67.24 w_min=7.82e-08 eps=0.050 buf=100000 upd=5469 seed=8
step=  200000 ep_ret=-34.963 eval_ret=-39.542 pursuer_target_distance=3.182 capture=0.003 cap=0.021 td_loss=0.4482 q_tot=+6.329 tgt=+6.329 gnorm=77.49 w_min=3.73e-09 eps=0.050 buf=100000 upd=6094 seed=8
step=  220000 ep_ret=-44.319 eval_ret=-41.771 pursuer_target_distance=3.186 capture=0.003 cap=0.036 td_loss=0.5428 q_tot=+6.690 tgt=+6.687 gnorm=90.00 w_min=1.49e-08 eps=0.050 buf=100000 upd=6719 seed=8
step=  240000 ep_ret=-30.874 eval_ret=-66.715 pursuer_target_distance=2.980 capture=0.003 cap=0.018 td_loss=0.5534 q_tot=+7.266 tgt=+7.264 gnorm=91.12 w_min=1.86e-08 eps=0.050 buf=100000 upd=7344 seed=8
step=  260000 ep_ret=-19.987 eval_ret=-36.551 pursuer_target_distance=2.796 capture=0.001 cap=0.016 td_loss=0.5786 q_tot=+7.756 tgt=+7.754 gnorm=92.46 w_min=3.73e-08 eps=0.050 buf=100000 upd=7969 seed=8
step=  280000 ep_ret=-33.361 eval_ret=-35.062 pursuer_target_distance=3.282 capture=0.000 cap=0.016 td_loss=0.5725 q_tot=+8.141 tgt=+8.141 gnorm=93.47 w_min=2.28e-08 eps=0.050 buf=100000 upd=8594 seed=8
step=  300000 ep_ret=-23.989 eval_ret=-28.725 pursuer_target_distance=2.686 capture=0.003 cap=0.021 td_loss=0.6001 q_tot=+8.417 tgt=+8.411 gnorm=99.41 w_min=3.73e-08 eps=0.050 buf=100000 upd=9219 seed=8
