[setup] Required Python imports are available.
[setup] Required Python imports are available.
=== qmix_pcp_full task 26/70: broadcast_zm seed6 (git 5e3950a) ===
Run dir: runs/qmix_pcp_full_20260627_165504/broadcast_zm/seed6  Start: Sat Jun 27 17:02:49 EDT 2026
Sat Jun 27 17:02:49 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.105.08             Driver Version: 580.105.08     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           Off |   00000000:D8:00.0 Off |                    0 |
| N/A   29C    P0             37W /  250W |       0MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[env] kind=pcp name=pcp n_agents=5 obs_dim=5 action_dim=5 state_dim=13 num_envs=32
[train] QMIX start: total_iters=62500 B=32 device=cuda:0 seed=6 warmup=5000 batch=256 target_update(updates)=200 render=off
step=   20000 ep_ret=-81.222 eval_ret=-111.920 pursuer_target_distance=6.083 capture=0.003 cap=0.010 td_loss=0.3747 q_tot=+9.594 tgt=+9.577 gnorm=50.13 w_min=5.59e-09 eps=0.621 buf=20000 upd=469 seed=6
step=   40000 ep_ret=-91.430 eval_ret=-115.048 pursuer_target_distance=6.720 capture=0.001 cap=0.016 td_loss=0.2483 q_tot=+10.190 tgt=+10.184 gnorm=44.31 w_min=1.16e-08 eps=0.241 buf=40000 upd=1094 seed=6
step=   60000 ep_ret=-75.215 eval_ret=-109.950 pursuer_target_distance=6.065 capture=0.004 cap=0.021 td_loss=0.4166 q_tot=+9.474 tgt=+9.472 gnorm=64.38 w_min=1.86e-08 eps=0.050 buf=60000 upd=1719 seed=6
step=   80000 ep_ret=-70.564 eval_ret=-111.511 pursuer_target_distance=5.797 capture=0.000 cap=0.000 td_loss=0.4013 q_tot=+8.806 tgt=+8.807 gnorm=65.65 w_min=2.05e-08 eps=0.050 buf=80000 upd=2344 seed=6
step=  100000 ep_ret=-51.132 eval_ret=-112.045 pursuer_target_distance=5.808 capture=0.001 cap=0.010 td_loss=0.4297 q_tot=+7.768 tgt=+7.767 gnorm=70.04 w_min=2.33e-08 eps=0.050 buf=100000 upd=2969 seed=6
step=  120000 ep_ret=-47.214 eval_ret=-68.589 pursuer_target_distance=5.292 capture=0.002 cap=0.021 td_loss=0.4571 q_tot=+7.694 tgt=+7.692 gnorm=72.12 w_min=2.79e-08 eps=0.050 buf=100000 upd=3594 seed=6
step=  140000 ep_ret=-62.087 eval_ret=-95.451 pursuer_target_distance=5.133 capture=0.002 cap=0.026 td_loss=0.4725 q_tot=+7.251 tgt=+7.249 gnorm=76.06 w_min=1.86e-08 eps=0.050 buf=100000 upd=4219 seed=6
step=  160000 ep_ret=-53.347 eval_ret=-65.773 pursuer_target_distance=4.306 capture=0.002 cap=0.022 td_loss=0.4284 q_tot=+7.221 tgt=+7.221 gnorm=70.93 w_min=1.30e-08 eps=0.050 buf=100000 upd=4844 seed=6
step=  180000 ep_ret=-58.054 eval_ret=-64.832 pursuer_target_distance=4.351 capture=0.003 cap=0.021 td_loss=0.4650 q_tot=+7.060 tgt=+7.059 gnorm=73.98 w_min=3.73e-08 eps=0.050 buf=100000 upd=5469 seed=6
step=  200000 ep_ret=-38.643 eval_ret=-71.794 pursuer_target_distance=4.058 capture=0.002 cap=0.031 td_loss=0.5414 q_tot=+7.978 tgt=+7.978 gnorm=85.61 w_min=9.31e-10 eps=0.050 buf=100000 upd=6094 seed=6
step=  220000 ep_ret=-33.720 eval_ret=-57.242 pursuer_target_distance=3.725 capture=0.001 cap=0.016 td_loss=0.5422 q_tot=+8.158 tgt=+8.154 gnorm=86.05 w_min=1.12e-08 eps=0.050 buf=100000 upd=6719 seed=6
