[setup] Required Python imports are available.
[setup] Required Python imports are available.
=== qmix_pcp_full task 14/70: broadcast seed4 (git 5e3950a) ===
Run dir: runs/qmix_pcp_full_20260627_165504/broadcast/seed4  Start: Sat Jun 27 16:55:04 EDT 2026
Sat Jun 27 16:55:04 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.105.08             Driver Version: 580.105.08     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           Off |   00000000:D8:00.0 Off |                    0 |
| N/A   29C    P0             25W /  250W |       0MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[env] kind=pcp name=pcp n_agents=5 obs_dim=5 action_dim=5 state_dim=13 num_envs=32
[train] QMIX start: total_iters=62500 B=32 device=cuda:0 seed=4 warmup=5000 batch=256 target_update(updates)=200 render=off
step=   20000 ep_ret=-85.519 eval_ret=-108.209 pursuer_target_distance=6.386 capture=0.000 cap=0.000 td_loss=0.1480 q_tot=+12.412 tgt=+12.406 gnorm=36.31 w_min=1.02e-08 eps=0.621 buf=20000 upd=469 seed=4
step=   40000 ep_ret=-78.792 eval_ret=-111.393 pursuer_target_distance=6.743 capture=0.000 cap=0.000 td_loss=0.0977 q_tot=+13.631 tgt=+13.625 gnorm=31.37 w_min=3.73e-09 eps=0.241 buf=40000 upd=1094 seed=4
step=   60000 ep_ret=-89.584 eval_ret=-144.300 pursuer_target_distance=6.944 capture=0.003 cap=0.021 td_loss=0.1664 q_tot=+13.763 tgt=+13.760 gnorm=42.73 w_min=1.86e-09 eps=0.050 buf=60000 upd=1719 seed=4
step=   80000 ep_ret=-86.047 eval_ret=-108.890 pursuer_target_distance=6.758 capture=0.000 cap=0.000 td_loss=0.2131 q_tot=+13.029 tgt=+13.024 gnorm=51.78 w_min=7.45e-09 eps=0.050 buf=80000 upd=2344 seed=4
step=  100000 ep_ret=-56.716 eval_ret=-126.166 pursuer_target_distance=5.542 capture=0.000 cap=0.005 td_loss=0.2316 q_tot=+11.716 tgt=+11.712 gnorm=53.70 w_min=1.30e-08 eps=0.050 buf=100000 upd=2969 seed=4
step=  120000 ep_ret=-53.005 eval_ret=-60.545 pursuer_target_distance=4.885 capture=0.000 cap=0.010 td_loss=0.2462 q_tot=+10.870 tgt=+10.867 gnorm=57.37 w_min=3.54e-08 eps=0.050 buf=100000 upd=3594 seed=4
step=  140000 ep_ret=-48.811 eval_ret=-54.745 pursuer_target_distance=3.902 capture=0.003 cap=0.026 td_loss=0.3288 q_tot=+10.336 tgt=+10.332 gnorm=68.29 w_min=4.10e-08 eps=0.050 buf=100000 upd=4219 seed=4
step=  160000 ep_ret=-38.523 eval_ret=-59.923 pursuer_target_distance=3.106 capture=0.003 cap=0.013 td_loss=0.3802 q_tot=+9.966 tgt=+9.962 gnorm=71.29 w_min=2.42e-08 eps=0.050 buf=100000 upd=4844 seed=4
step=  180000 ep_ret=-30.773 eval_ret=-63.623 pursuer_target_distance=3.329 capture=0.002 cap=0.031 td_loss=0.4063 q_tot=+10.108 tgt=+10.105 gnorm=75.96 w_min=2.61e-08 eps=0.050 buf=100000 upd=5469 seed=4
step=  200000 ep_ret=-40.009 eval_ret=-46.896 pursuer_target_distance=3.122 capture=0.005 cap=0.047 td_loss=0.5009 q_tot=+10.467 tgt=+10.467 gnorm=81.88 w_min=5.59e-09 eps=0.050 buf=100000 upd=6094 seed=4
step=  220000 ep_ret=-21.784 eval_ret=-45.527 pursuer_target_distance=3.052 capture=0.004 cap=0.052 td_loss=0.6560 q_tot=+10.767 tgt=+10.767 gnorm=96.37 w_min=2.42e-08 eps=0.050 buf=100000 upd=6719 seed=4
step=  240000 ep_ret=-32.727 eval_ret=-43.967 pursuer_target_distance=2.927 capture=0.002 cap=0.022 td_loss=0.7280 q_tot=+10.581 tgt=+10.579 gnorm=102.29 w_min=7.45e-09 eps=0.050 buf=100000 upd=7344 seed=4
step=  260000 ep_ret=-32.490 eval_ret=-42.559 pursuer_target_distance=3.182 capture=0.004 cap=0.021 td_loss=0.7245 q_tot=+10.303 tgt=+10.304 gnorm=103.78 w_min=0.00e+00 eps=0.050 buf=100000 upd=7969 seed=4
step=  280000 ep_ret=-25.855 eval_ret=-63.434 pursuer_target_distance=2.797 capture=0.002 cap=0.031 td_loss=0.7518 q_tot=+10.047 tgt=+10.047 gnorm=103.72 w_min=5.96e-08 eps=0.050 buf=100000 upd=8594 seed=4
step=  300000 ep_ret=-24.800 eval_ret=+41.036 pursuer_target_distance=2.535 capture=0.005 cap=0.026 td_loss=0.7613 q_tot=+10.572 tgt=+10.572 gnorm=108.83 w_min=0.00e+00 eps=0.050 buf=100000 upd=9219 seed=4
step=  320000 ep_ret=-33.220 eval_ret=+33.562 pursuer_target_distance=2.757 capture=0.001 cap=0.022 td_loss=0.7404 q_tot=+11.568 tgt=+11.564 gnorm=111.90 w_min=7.45e-08 eps=0.050 buf=100000 upd=9844 seed=4
step=  340000 ep_ret=-33.533 eval_ret=-44.795 pursuer_target_distance=2.545 capture=0.002 cap=0.036 td_loss=0.7610 q_tot=+12.372 tgt=+12.371 gnorm=118.81 w_min=1.49e-08 eps=0.050 buf=100000 upd=10469 seed=4
