[setup] Required Python imports are available.
[setup] Required Python imports are available.
=== qmix_pcp_full task 8/70: identity seed8 (git 5e3950a) ===
Run dir: runs/qmix_pcp_full_20260627_165504/identity/seed8  Start: Sat Jun 27 16:55:04 EDT 2026
Sat Jun 27 16:55:04 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.105.08             Driver Version: 580.105.08     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           Off |   00000000:D8:00.0 Off |                    0 |
| N/A   26C    P0             26W /  250W |       0MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[env] kind=pcp name=pcp n_agents=5 obs_dim=5 action_dim=5 state_dim=13 num_envs=32
[train] QMIX start: total_iters=62500 B=32 device=cuda:0 seed=8 warmup=5000 batch=256 target_update(updates)=200 render=off
step=   20000 ep_ret=-80.450 eval_ret=-64.777 pursuer_target_distance=6.339 capture=0.001 cap=0.010 td_loss=0.4516 q_tot=+10.891 tgt=+10.872 gnorm=56.88 w_min=2.79e-08 eps=0.621 buf=20000 upd=469 seed=8
step=   40000 ep_ret=-84.995 eval_ret=-65.945 pursuer_target_distance=7.210 capture=0.000 cap=0.000 td_loss=0.1621 q_tot=+10.714 tgt=+10.708 gnorm=33.09 w_min=7.45e-09 eps=0.241 buf=40000 upd=1094 seed=8
step=   60000 ep_ret=-77.884 eval_ret=-72.453 pursuer_target_distance=7.071 capture=0.001 cap=0.005 td_loss=0.1933 q_tot=+10.059 tgt=+10.055 gnorm=40.21 w_min=1.48e-08 eps=0.050 buf=60000 upd=1719 seed=8
step=   80000 ep_ret=-82.230 eval_ret=-59.235 pursuer_target_distance=6.466 capture=0.001 cap=0.009 td_loss=0.2241 q_tot=+8.576 tgt=+8.573 gnorm=44.63 w_min=7.45e-09 eps=0.050 buf=80000 upd=2344 seed=8
step=  100000 ep_ret=-68.752 eval_ret=-66.052 pursuer_target_distance=6.343 capture=0.001 cap=0.010 td_loss=0.2719 q_tot=+6.820 tgt=+6.816 gnorm=49.31 w_min=1.12e-08 eps=0.050 buf=100000 upd=2969 seed=8
step=  120000 ep_ret=-51.401 eval_ret=-64.457 pursuer_target_distance=5.352 capture=0.004 cap=0.021 td_loss=0.3559 q_tot=+5.105 tgt=+5.102 gnorm=59.76 w_min=0.00e+00 eps=0.050 buf=100000 upd=3594 seed=8
step=  140000 ep_ret=-49.399 eval_ret=-57.363 pursuer_target_distance=4.819 capture=0.000 cap=0.005 td_loss=0.3914 q_tot=+3.993 tgt=+3.986 gnorm=65.25 w_min=4.10e-08 eps=0.050 buf=100000 upd=4219 seed=8
step=  160000 ep_ret=-52.775 eval_ret=-62.742 pursuer_target_distance=4.205 capture=0.003 cap=0.018 td_loss=0.4254 q_tot=+3.442 tgt=+3.439 gnorm=73.06 w_min=1.12e-07 eps=0.050 buf=100000 upd=4844 seed=8
step=  180000 ep_ret=-44.809 eval_ret=-59.057 pursuer_target_distance=3.362 capture=0.001 cap=0.010 td_loss=0.4559 q_tot=+3.407 tgt=+3.406 gnorm=75.30 w_min=5.96e-08 eps=0.050 buf=100000 upd=5469 seed=8
step=  200000 ep_ret=-29.985 eval_ret=-28.347 pursuer_target_distance=2.909 capture=0.002 cap=0.021 td_loss=0.4725 q_tot=+4.110 tgt=+4.108 gnorm=82.12 w_min=4.84e-08 eps=0.050 buf=100000 upd=6094 seed=8
step=  220000 ep_ret=-44.781 eval_ret=-32.185 pursuer_target_distance=2.816 capture=0.005 cap=0.026 td_loss=0.4600 q_tot=+5.014 tgt=+5.013 gnorm=83.62 w_min=1.49e-08 eps=0.050 buf=100000 upd=6719 seed=8
