iter,global_step,episode_return,mean_step_reward,optimized_episode_return,optimized_mean_step_reward,reward_shift,episode_return_gap_to_zero,mean_step_reward_gap_to_zero,episode_return_delta_from_start,mean_step_reward_delta_from_start,pursuer_target_distance,capture,task_score,eval_mean_return,eval_mean_step_reward,eval_optimized_mean_return,eval_optimized_mean_step_reward,eval_mean_episode_length,eval_pursuer_target_distance,eval_capture,eval_task_score,eval_return_gap_to_zero,eval_return_delta_from_start,episodes_completed,policy_loss,value_loss,entropy,total_loss,grad_norm,actor_grad_norm,critic_grad_norm,approx_kl,clipfrac,explained_variance,mean_ratio_epoch0,entropy_coef,lr,seed,capture_rate
0,3200,-46.84984403848648,-0.46849844232201576,-46.84984403848648,-0.46849844232201576,0.0,46.84984403848648,0.46849844232201576,0.0,0.0,0.6053734523057938,0.0146875,0.009148961557140727,-48.52265616506338,-0.4852265616506338,-48.52265616506338,-0.4852265616506338,100.0,0.47522656939923763,0.0,0.0,48.52265616506338,0.0,32,-0.001397014213182679,0.49444704353809354,1.6084720969200135,0.22974179089069366,0.030750286765396595,0.030750286765396595,0.10228500664234161,0.0009472918425672105,0.002083333348855376,-0.0320587158203125,1.0,0.01,0.0007,2,0.1875
1,6400,-26.29335129261017,-0.26293351776897905,-26.29335129261017,-0.26293351776897905,0.0,26.29335129261017,0.26293351776897905,20.556492745876312,0.2055649245530367,0.5873085284233093,0.0334375,0.02106553288239044,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64,-0.0008298811786226157,0.774545419216156,1.6039230346679687,0.37042672634124757,0.030446628108620644,0.030446628108620644,0.2251209646463394,0.0008324285307026002,0.002229166578035802,0.010396361351013184,1.0,0.009985576923076923,0.0006988942307692308,2,0.25
2,9600,-20.94413995742798,-0.20944140896201133,-20.94413995742798,-0.20944140896201133,0.0,20.94413995742798,0.20944140896201133,25.905704081058502,0.2590570333600044,0.5119414192438125,0.03125,0.020668790207248558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,96,-0.0007547633959232636,0.45998711585998536,1.5968305110931396,0.21331654936075212,0.027994990162551404,0.027994990162551404,0.1100231572985649,0.0010272929528582608,0.0013645833358168602,0.023696482181549072,1.0,0.009971153846153847,0.0006977884615384615,2,0.25
3,12800,-40.347558572888374,-0.4034755690395832,-40.347558572888374,-0.4034755690395832,0.0,40.347558572888374,0.4034755690395832,6.502285465598106,0.06502287328243256,0.605975574851036,0.02125,0.013231832621097657,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,128,-0.0013209010415012657,0.34828056693077086,1.5913646578788758,0.15697459280490875,0.04235890209674835,0.04235890209674835,0.16495591551065444,0.0010647235036230994,0.0014479167031822727,0.08703434467315674,1.0,0.00995673076923077,0.0006966826923076923,2,0.28125
4,16000,-30.54169062525034,-0.3054168616235256,-30.54169062525034,-0.3054168616235256,0.0,30.54169062525034,0.3054168616235256,16.30815341323614,0.16308158069849016,0.6141668719053268,0.031875,0.019747028981195396,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,-0.0004191269243795759,0.5760193526744842,1.578747296333313,0.27189415097236636,0.014993908256292343,0.014993908256292343,0.16234226748347283,0.001541971856931923,0.002927083300892264,-0.023742318153381348,1.0,0.009942307692307693,0.0006955769230769231,2,0.28125
5,19200,-40.197640746831894,-0.4019763867557049,-40.197640746831894,-0.4019763867557049,0.0,40.197640746831894,0.4019763867557049,6.652203291654587,0.06652205556631086,0.5919763952493667,0.02,0.012563000343272806,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,192,-0.0016602790362279408,0.34680753350257876,1.56740083694458,0.15618251413106918,0.040986166708171366,0.040986166708171366,0.14238786473870277,0.002078323794557946,0.016312500182539224,0.04350900650024414,1.0,0.009927884615384616,0.0006944711538461538,2,0.1875
6,22400,-20.697527945041656,-0.2069752724468708,-20.697527945041656,-0.2069752724468708,0.0,20.697527945041656,0.2069752724468708,26.152316093444824,0.26152316987514496,0.5344752818346024,0.03375,0.021994489190890622,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,224,-0.0012209630456539665,0.6687602043151856,1.5436575651168822,0.31785614788532257,0.0427724227309227,0.0427724227309227,0.1695988081395626,0.002546393365628319,0.017593750078231097,-0.07232928276062012,1.0,0.00991346153846154,0.0006933653846153846,2,0.28125
7,25600,-32.968620121479034,-0.32968617618083956,-32.968620121479034,-0.32968617618083956,0.0,32.968620121479034,0.32968617618083956,13.881223917007446,0.1388122661411762,0.6165611809492111,0.0296875,0.018364600331778422,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256,-0.0018022556282133646,0.4196061581373215,1.5352573633193969,0.19280325323343278,0.06507156379520893,0.06507156379520893,0.20259669572114944,0.002190630746190436,0.013854167039971799,0.15942102670669556,1.0,0.009899038461538463,0.0006922596153846154,2,0.4375
8,28800,-34.447983998805285,-0.3444797995686531,-34.447983998805285,-0.3444797995686531,0.0,34.447983998805285,0.3444797995686531,12.401860039681196,0.12401864275336266,0.6344798094034195,0.03,0.018354463498053187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,288,-0.0024788871752098097,0.4565646708011627,1.5350103616714477,0.210630464553833,0.09667014218866825,0.09667014218866825,0.12464500144124031,0.006439249412505887,0.07116666510701179,0.11926114559173584,1.0,0.009884615384615384,0.0006911538461538461,2,0.34375
9,32000,-5.743325650691986,-0.05743323266506195,-5.743325650691986,-0.05743323266506195,0.0,5.743325650691986,0.05743323266506195,41.106518387794495,0.4110652096569538,0.4849332419037819,0.04375,0.029462603951077037,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,320,-0.0002921489871954286,0.44060170352458955,1.5499757885932923,0.20471014678478242,0.0359649520367384,0.0359649520367384,0.18973227515816687,0.0009456343083002139,0.0010104166576638818,0.13461732864379883,1.0,0.009870192307692307,0.0006900480769230769,2,0.5625
10,35200,-44.949233673512936,-0.4494923523068428,-44.949233673512936,-0.4494923523068428,0.0,44.949233673512936,0.4494923523068428,1.900610364973545,0.01900609001517295,0.6488673603534698,0.0209375,0.012698110535411169,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,352,-0.0005899163664270901,0.3437413930892944,1.5495118021965026,0.15600914657115936,0.03352661542594433,0.03352661542594433,0.1627206064760685,0.0011157107332110173,0.0,0.28506171703338623,1.0,0.00985576923076923,0.0006889423076923077,2,0.3125
11,38400,-13.955485969781876,-0.13955487735569477,-13.955485969781876,-0.13955487735569477,0.0,13.955485969781876,0.13955487735569477,32.894358068704605,0.328943564966321,0.513929885327816,0.0384375,0.025389220711286117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,384,-0.00209299812101138,0.45611663460731505,1.5312363028526306,0.21089589446783066,0.07727797031402588,0.07727797031402588,0.12828079536557196,0.003620095376390964,0.03183333277702331,0.3160180449485779,1.0,0.009841346153846154,0.0006878365384615384,2,0.40625
12,41600,-18.048142686486244,-0.1804814288765192,-18.048142686486244,-0.1804814288765192,0.0,18.048142686486244,0.1804814288765192,28.801701352000237,0.2880170134454966,0.5642314374446868,0.039375,0.02517210628647294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,416,-0.00021143212372165543,0.5381505370140076,1.5334413290023803,0.25379482805728915,0.036326025053858756,0.036326025053858756,0.12209136635065079,0.0011357996198057662,0.0,0.46979790925979614,1.0,0.009826923076923077,0.0006867307692307692,2,0.3125
