iter,global_step,episode_return,mean_step_reward,episodes_completed,policy_loss,value_loss,entropy,total_loss,grad_norm,approx_kl,clipfrac,explained_variance,mean_ratio_epoch0,lr,seed
0,3200,-493.69563388824463,-4.936956257820129,32,-0.0009685567938064743,2828.2462615966797,2.196946769952774,1414.100196838379,24.412641286849976,0.0002446885400786636,0.0,-0.0012093782424926758,1.0,0.0005,0
1,6400,-593.5437049865723,-5.935436930656433,64,-0.00036598528601039515,4349.147430419922,2.1959512680768967,2174.5513916015625,34.65638983249664,8.878034996952092e-05,0.0,0.0008512735366821289,1.0,0.0005,0
2,9600,-596.6377935409546,-5.966377921104431,96,-0.00037363061269957143,4048.574920654297,2.1952133923768997,2024.2651290893555,32.83059859275818,0.00010788590577720525,0.0,0.0005153417587280273,1.0,0.0005,0
3,12800,-560.3494892120361,-5.603494691848755,128,-0.0005872520093861411,3793.045639038086,2.194381147623062,1896.5002670288086,34.55575513839722,9.150202074458565e-05,0.0,0.0012181997299194336,1.0,0.0005,0
4,16000,-643.8118023872375,-6.438117790222168,160,-0.0004838289978201793,5053.8651123046875,2.1934439539909363,2526.9100952148438,40.454490661621094,0.00010077449161394802,0.0,0.00027698278427124023,1.0,0.0005,0
5,19200,-626.1674785614014,-6.261674489974975,192,-0.0005159897032349647,4576.803771972656,2.1928677409887314,2288.37939453125,42.92820453643799,0.00010775316883409195,0.0,-0.0001856088638305664,1.0,0.0005,0
6,22400,-579.7952785491943,-5.797952957153321,224,-0.000464487102769251,3895.6077423095703,2.1923159658908844,1947.7814331054688,39.05388271808624,0.00010618172362369431,0.0,-0.0010777711868286133,1.0,0.0005,0
7,25600,-564.5019302368164,-5.645019388198852,256,-0.00048659231199676967,3674.2993927001953,2.191542223095894,1837.1272277832031,36.87917637825012,0.0001286785943367023,0.0,0.00019407272338867188,1.0,0.0005,0
8,28800,-531.2467384338379,-5.312467107772827,288,-0.0005443474374273727,3299.605438232422,2.19081674516201,1649.7803039550781,38.206640124320984,0.00012313668786165317,0.0,-0.0072629451751708984,1.0,0.0005,0
9,32000,-584.3786563873291,-5.843786573410034,320,-0.00017859250414858918,3915.276641845703,2.1900973320007324,1957.6162872314453,42.369895815849304,9.997019081739371e-05,0.0,-0.0010046958923339844,1.0,0.0005,0
10,35200,-579.3053932189941,-5.793053789138794,352,-0.0002384210838615175,3998.1571044921875,2.1890374571084976,1999.0564193725586,48.10719192028046,7.462908485001122e-05,0.0,0.002149045467376709,1.0,0.0005,0
11,38400,-646.5953054428101,-6.465952911376953,384,-0.0003927765304494457,4839.987701416016,2.1889985501766205,2419.9714965820312,53.89746534824371,8.855833036169696e-05,0.0,0.001446843147277832,1.0,0.0005,0
12,41600,-584.9021944999695,-5.849022059440613,416,-7.271500510430684e-05,3944.3580017089844,2.1887534111738205,1972.1570739746094,48.725697219371796,5.348496709022247e-05,0.0,0.004516661167144775,1.0,0.0005,0
13,44800,-562.9837465286255,-5.629837708473206,448,-0.0005073239683890396,3609.224594116211,2.188797563314438,1804.5899276733398,51.58136889338493,0.00014633347589704932,0.0,-0.0038837194442749023,1.0,0.0005,0
14,48000,-575.8507862091064,-5.758507890701294,480,-0.0003593849381617886,4025.2601165771484,2.1867585480213165,2012.6078186035156,57.57039752602577,0.0006107494428992076,0.0,-0.0007539987564086914,1.0,0.0005,0
15,51200,-586.9859223365784,-5.869859595298767,512,-0.000716480721439261,3920.095703125,2.1852264553308487,1960.0252838134766,54.2136660492979,0.0006980022099018349,0.0,-0.00849604606628418,1.0,0.0005,0
16,54400,-524.6728043556213,-5.246727862358093,544,-0.00039171043364905067,3445.155563354492,2.184700384736061,1722.555534362793,48.37314280634746,0.0008141275804977321,7.812500189174898e-05,-0.003953218460083008,1.0,0.0005,0
17,57600,-489.5610795021057,-4.895610780715942,576,-0.0008561829064879234,2735.610626220703,2.1804365068674088,1367.7826309204102,50.75640646414831,0.0011488323343659705,0.0017968750034924597,-0.01085042953491211,1.0,0.0005,0
18,60800,-535.1991930007935,-5.351991777420044,608,-0.00035185025477080245,3203.1038513183594,2.1685375571250916,1601.529884338379,49.31319756107405,0.0009407358553521433,0.0001302083401242271,0.007102251052856445,1.0,0.0005,0
19,64000,-514.1231846809387,-5.141231989860534,640,6.12392869330236e-05,3055.7807006835938,2.1646875739097595,1527.8687744140625,54.42163864849135,0.0018745408028739557,0.005312499968567863,-0.012137413024902344,1.0,0.0005,0
20,67200,-524.5446519851685,-5.245446519851685,672,-0.0001413397132874472,3085.0702514648438,2.1665205657482147,1542.513328552246,54.13370231539011,0.0007978883562605381,0.00010416666555101983,0.0012788176536560059,1.0,0.0005,0
21,70400,-483.9310007095337,-4.839310007095337,704,0.00021586745182511358,2673.1007690429688,2.16140915453434,1336.5289840698242,50.36988596385345,0.0005206646219453684,0.0,-0.0018684864044189453,1.0,0.0005,0
22,73600,-525.7071032524109,-5.257070932388306,736,-0.00017757780764426911,3110.994598388672,2.1573541313409805,1555.4755096435547,56.96387422410771,0.0008934788255606384,0.0003906249985448085,-0.0115203857421875,1.0,0.0005,0
